Reference area,TIME_PERIOD,Metric,Value,Domain
Estonia,2019,earnings_norm,0.2916196666666666,Work & job quality
Estonia,2020,earnings_norm,0.3242953333333334,Work & job quality
Estonia,2021,earnings_norm,0.3611569833333333,Work & job quality
Estonia,2022,earnings_norm,0.3098679333333333,Work & job quality
Estonia,2023,earnings_norm,0.30233325,Work & job quality
Finland,2006,earnings_norm,0.5972025833333333,Work & job quality
Finland,2007,earnings_norm,0.6096375833333333,Work & job quality
Finland,2008,earnings_norm,0.61770005,Work & job quality
Finland,2009,earnings_norm,0.6259087999999999,Work & job quality
Finland,2010,earnings_norm,0.63917555,Work & job quality
Finland,2011,earnings_norm,0.6394554833333334,Work & job quality
Finland,2012,earnings_norm,0.6402218,Work & job quality
Finland,2013,earnings_norm,0.6305178666666666,Work & job quality
Finland,2014,earnings_norm,0.6301693666666666,Work & job quality
Finland,2015,earnings_norm,0.6377220166666667,Work & job quality
Finland,2016,earnings_norm,0.6462357,Work & job quality
Finland,2017,earnings_norm,0.6406216499999999,Work & job quality
Finland,2018,earnings_norm,0.64782675,Work & job quality
Finland,2019,earnings_norm,0.6619972000000001,Work & job quality
Finland,2020,earnings_norm,0.66738585,Work & job quality
Finland,2021,earnings_norm,0.7022064666666666,Work & job quality
Finland,2022,earnings_norm,0.6684072666666667,Work & job quality
Finland,2023,earnings_norm,0.6570116833333334,Work & job quality
Finland,2024,earnings_norm,0.6599429333333333,Work & job quality
France,2006,earnings_norm,0.5813102666666667,Work & job quality
France,2007,earnings_norm,0.5846536166666666,Work & job quality
France,2008,earnings_norm,0.5828992,Work & job quality
France,2009,earnings_norm,0.6120332666666667,Work & job quality
France,2010,earnings_norm,0.6311230166666667,Work & job quality
France,2011,earnings_norm,0.6293941666666667,Work & job quality
France,2012,earnings_norm,0.6356590166666666,Work & job quality
France,2013,earnings_norm,0.6439607166666667,Work & job quality
France,2014,earnings_norm,0.6507226166666668,Work & job quality
France,2015,earnings_norm,0.6600052,Work & job quality
France,2016,earnings_norm,0.6714074999999999,Work & job quality
France,2017,earnings_norm,0.6853346333333333,Work & job quality
France,2018,earnings_norm,0.6840298666666667,Work & job quality
France,2019,earnings_norm,0.6938634666666667,Work & job quality
France,2020,earnings_norm,0.64317955,Work & job quality
France,2021,earnings_norm,0.6816791166666667,Work & job quality
France,2022,earnings_norm,0.6859406166666666,Work & job quality
France,2023,earnings_norm,0.6690090333333334,Work & job quality
Germany,2006,earnings_norm,0.6756167833333333,Work & job quality
Germany,2007,earnings_norm,0.6725564833333334,Work & job quality
Germany,2008,earnings_norm,0.6770565333333334,Work & job quality
Germany,2009,earnings_norm,0.6772558833333334,Work & job quality
Germany,2010,earnings_norm,0.68612785,Work & job quality
Germany,2011,earnings_norm,0.7066798,Work & job quality
Germany,2012,earnings_norm,0.72055535,Work & job quality
Germany,2013,earnings_norm,0.7304783333333332,Work & job quality
Germany,2014,earnings_norm,0.7483122166666667,Work & job quality
Germany,2015,earnings_norm,0.7731658,Work & job quality
Germany,2016,earnings_norm,0.7901605166666665,Work & job quality
Germany,2017,earnings_norm,0.8019614666666666,Work & job quality
Germany,2018,earnings_norm,0.8178400833333334,Work & job quality
Germany,2019,earnings_norm,0.8370870833333335,Work & job quality
Germany,2020,earnings_norm,0.8291802,Work & job quality
Germany,2021,earnings_norm,0.83047525,Work & job quality
Germany,2022,earnings_norm,0.8037593666666668,Work & job quality
Germany,2023,earnings_norm,0.8017371500000001,Work & job quality
Germany,2024,earnings_norm,0.8238843666666668,Work & job quality
Greece,2006,earnings_norm,0.3599011666666666,Work & job quality
Greece,2007,earnings_norm,0.3600291833333333,Work & job quality
Greece,2008,earnings_norm,0.3492987666666666,Work & job quality
Greece,2009,earnings_norm,0.3815226499999999,Work & job quality
Greece,2010,earnings_norm,0.3488906166666666,Work & job quality
Greece,2011,earnings_norm,0.3055950166666666,Work & job quality
Greece,2012,earnings_norm,0.2684056999999999,Work & job quality
Greece,2013,earnings_norm,0.2290997666666666,Work & job quality
Greece,2014,earnings_norm,0.2267737333333333,Work & job quality
Greece,2015,earnings_norm,0.2322825166666667,Work & job quality
Greece,2016,earnings_norm,0.21929315,Work & job quality
Greece,2017,earnings_norm,0.2228357833333333,Work & job quality
Greece,2018,earnings_norm,0.19716085,Work & job quality
Greece,2019,earnings_norm,0.1980437833333333,Work & job quality
Greece,2020,earnings_norm,0.1996049499999999,Work & job quality
Greece,2021,earnings_norm,0.2048244833333333,Work & job quality
Greece,2022,earnings_norm,0.19094295,Work & job quality
Greece,2023,earnings_norm,0.1932946666666666,Work & job quality
Hungary,2006,earnings_norm,0.1312984499999999,Work & job quality
Hungary,2007,earnings_norm,0.1278445333333333,Work & job quality
Hungary,2008,earnings_norm,0.1342665666666666,Work & job quality
Hungary,2009,earnings_norm,0.1075450666666666,Work & job quality
Hungary,2010,earnings_norm,0.1133705333333333,Work & job quality
Hungary,2011,earnings_norm,0.1191495999999999,Work & job quality
Hungary,2012,earnings_norm,0.10407655,Work & job quality
Hungary,2013,earnings_norm,0.0996140333333333,Work & job quality
Hungary,2014,earnings_norm,0.0939433999999999,Work & job quality
Hungary,2015,earnings_norm,0.0972542333333333,Work & job quality
Hungary,2016,earnings_norm,0.1011658,Work & job quality
Hungary,2017,earnings_norm,0.1325936333333333,Work & job quality
Hungary,2018,earnings_norm,0.1553054666666667,Work & job quality
Hungary,2019,earnings_norm,0.1716418166666666,Work & job quality
Hungary,2020,earnings_norm,0.18036045,Work & job quality
Hungary,2021,earnings_norm,0.1940953666666666,Work & job quality
Hungary,2022,earnings_norm,0.2126578999999999,Work & job quality
Hungary,2023,earnings_norm,0.2079166166666666,Work & job quality
Iceland,2008,earnings_norm,0.8927707,Work & job quality
Iceland,2009,earnings_norm,0.7030557166666667,Work & job quality
Iceland,2010,earnings_norm,0.7343424000000001,Work & job quality
Iceland,2011,earnings_norm,0.7798947833333334,Work & job quality
Iceland,2012,earnings_norm,0.7737853,Work & job quality
Iceland,2013,earnings_norm,0.7904630833333334,Work & job quality
Iceland,2014,earnings_norm,0.8063533,Work & job quality
Iceland,2015,earnings_norm,0.8814694333333333,Work & job quality
Iceland,2016,earnings_norm,0.97868095,Work & job quality
Iceland,2017,earnings_norm,1.0,Work & job quality
Iceland,2018,earnings_norm,1.0,Work & job quality
Iceland,2019,earnings_norm,1.0,Work & job quality
Iceland,2020,earnings_norm,1.0,Work & job quality
Ireland,2006,earnings_norm,0.57147445,Work & job quality
Ireland,2007,earnings_norm,0.5981381666666666,Work & job quality
Ireland,2008,earnings_norm,0.63955065,Work & job quality
Ireland,2009,earnings_norm,0.7343553833333333,Work & job quality
Ireland,2010,earnings_norm,0.7389282833333334,Work & job quality
Ireland,2011,earnings_norm,0.7235428833333333,Work & job quality
Ireland,2012,earnings_norm,0.7144959666666667,Work & job quality
Ireland,2013,earnings_norm,0.6911734166666667,Work & job quality
Ireland,2014,earnings_norm,0.6824972666666668,Work & job quality
Ireland,2015,earnings_norm,0.6822214499999999,Work & job quality
Ireland,2016,earnings_norm,0.6955100666666667,Work & job quality
Ireland,2017,earnings_norm,0.7080034,Work & job quality
Ireland,2018,earnings_norm,0.7224555333333333,Work & job quality
Ireland,2019,earnings_norm,0.7390699000000001,Work & job quality
Ireland,2020,earnings_norm,0.7555494666666667,Work & job quality
Ireland,2021,earnings_norm,0.7451976833333332,Work & job quality
Ireland,2022,earnings_norm,0.7056555,Work & job quality
Ireland,2023,earnings_norm,0.6768023333333333,Work & job quality
Israel,2021,earnings_norm,0.5734899,Work & job quality
Italy,2006,earnings_norm,0.5690905166666667,Work & job quality
Italy,2007,earnings_norm,0.5686225666666667,Work & job quality
Italy,2008,earnings_norm,0.5674125499999999,Work & job quality
Italy,2009,earnings_norm,0.5743128,Work & job quality
Italy,2010,earnings_norm,0.5820692333333334,Work & job quality
Italy,2011,earnings_norm,0.5674655,Work & job quality
Italy,2012,earnings_norm,0.5388730666666667,Work & job quality
Italy,2013,earnings_norm,0.5417258833333334,Work & job quality
Italy,2014,earnings_norm,0.5451315499999999,Work & job quality
Italy,2015,earnings_norm,0.5527347333333333,Work & job quality
Italy,2016,earnings_norm,0.5598218666666667,Work & job quality
Italy,2017,earnings_norm,0.5541048666666667,Work & job quality
Italy,2018,earnings_norm,0.5551083333333333,Work & job quality
Italy,2019,earnings_norm,0.55953665,Work & job quality
Italy,2020,earnings_norm,0.5169302,Work & job quality
Italy,2021,earnings_norm,0.5552877666666667,Work & job quality
Italy,2022,earnings_norm,0.5324967,Work & job quality
Italy,2023,earnings_norm,0.5085748166666667,Work & job quality
Italy,2024,earnings_norm,0.5169830333333334,Work & job quality
Japan,2006,earnings_norm,0.50371135,Work & job quality
Japan,2007,earnings_norm,0.506513,Work & job quality
Japan,2008,earnings_norm,0.5027483666666667,Work & job quality
Japan,2009,earnings_norm,0.4921606166666667,Work & job quality
Japan,2010,earnings_norm,0.4895905666666666,Work & job quality
Japan,2011,earnings_norm,0.4936098666666666,Work & job quality
Japan,2012,earnings_norm,0.4940813999999999,Work & job quality
Japan,2013,earnings_norm,0.4989437,Work & job quality
Japan,2014,earnings_norm,0.4916146333333333,Work & job quality
Japan,2015,earnings_norm,0.4867644,Work & job quality
Japan,2016,earnings_norm,0.4956750333333333,Work & job quality
Japan,2017,earnings_norm,0.4962988,Work & job quality
Japan,2018,earnings_norm,0.5100784333333334,Work & job quality
Japan,2019,earnings_norm,0.5183020833333334,Work & job quality
Japan,2020,earnings_norm,0.5118704166666667,Work & job quality
Japan,2021,earnings_norm,0.5189624666666667,Work & job quality
Japan,2022,earnings_norm,0.5076394833333333,Work & job quality
Japan,2023,earnings_norm,0.4862178166666667,Work & job quality
Korea,2006,earnings_norm,0.3562251333333334,Work & job quality
Korea,2007,earnings_norm,0.3711406499999999,Work & job quality
Korea,2008,earnings_norm,0.3690400333333333,Work & job quality
Korea,2009,earnings_norm,0.3726842166666667,Work & job quality
Korea,2010,earnings_norm,0.38376685,Work & job quality
Korea,2011,earnings_norm,0.3931689166666667,Work & job quality
Korea,2012,earnings_norm,0.3824894,Work & job quality
Korea,2013,earnings_norm,0.4005715,Work & job quality
Korea,2014,earnings_norm,0.4020937,Work & job quality
Korea,2015,earnings_norm,0.42253845,Work & job quality
Korea,2016,earnings_norm,0.4446891666666666,Work & job quality
Korea,2017,earnings_norm,0.4629913999999999,Work & job quality
Korea,2018,earnings_norm,0.4904204166666666,Work & job quality
Korea,2019,earnings_norm,0.51871565,Work & job quality
Korea,2020,earnings_norm,0.53830995,Work & job quality
Korea,2021,earnings_norm,0.5402015833333333,Work & job quality
Korea,2022,earnings_norm,0.5111965833333333,Work & job quality
Latvia,2006,earnings_norm,0.05563455,Work & job quality
Latvia,2007,earnings_norm,0.146233,Work & job quality
Latvia,2008,earnings_norm,0.1613666,Work & job quality
Latvia,2009,earnings_norm,0.1133635333333333,Work & job quality
Latvia,2010,earnings_norm,0.0961334666666667,Work & job quality
Latvia,2011,earnings_norm,0.0811781333333333,Work & job quality
Latvia,2012,earnings_norm,0.0979395499999999,Work & job quality
Latvia,2013,earnings_norm,0.1186548833333333,Work & job quality
Latvia,2014,earnings_norm,0.14896735,Work & job quality
Latvia,2015,earnings_norm,0.1895864333333333,Work & job quality
Latvia,2016,earnings_norm,0.2205592833333333,Work & job quality
Latvia,2017,earnings_norm,0.2403352499999999,Work & job quality
Latvia,2018,earnings_norm,0.2614276999999999,Work & job quality
Latvia,2019,earnings_norm,0.28579275,Work & job quality
Latvia,2020,earnings_norm,0.3101767333333333,Work & job quality
Latvia,2021,earnings_norm,0.3435798833333333,Work & job quality
Latvia,2022,earnings_norm,0.3378855333333333,Work & job quality
Latvia,2023,earnings_norm,0.3712491833333333,Work & job quality
Lithuania,2006,earnings_norm,0.2248214333333333,Work & job quality
Lithuania,2007,earnings_norm,0.2609119333333333,Work & job quality
Lithuania,2008,earnings_norm,0.27205405,Work & job quality
Lithuania,2009,earnings_norm,0.1937727833333333,Work & job quality
Lithuania,2010,earnings_norm,0.1959739,Work & job quality
Lithuania,2011,earnings_norm,0.2070088333333333,Work & job quality
Lithuania,2012,earnings_norm,0.2160697166666666,Work & job quality
Lithuania,2013,earnings_norm,0.2371123833333333,Work & job quality
Lithuania,2014,earnings_norm,0.2635476666666667,Work & job quality
Lithuania,2015,earnings_norm,0.3015385,Work & job quality
Lithuania,2016,earnings_norm,0.3323681666666666,Work & job quality
Lithuania,2017,earnings_norm,0.3702021833333334,Work & job quality
Lithuania,2018,earnings_norm,0.4018834,Work & job quality
Lithuania,2019,earnings_norm,0.4513940333333333,Work & job quality
Lithuania,2020,earnings_norm,0.4912254166666667,Work & job quality
Lithuania,2021,earnings_norm,0.5447440333333333,Work & job quality
Lithuania,2022,earnings_norm,0.4915861833333333,Work & job quality
Lithuania,2023,earnings_norm,0.5032251666666667,Work & job quality
Luxembourg,2006,earnings_norm,0.9594996333333334,Work & job quality
Luxembourg,2007,earnings_norm,0.9945979166666666,Work & job quality
Luxembourg,2008,earnings_norm,0.9870598833333332,Work & job quality
Luxembourg,2009,earnings_norm,1.0,Work & job quality
Luxembourg,2010,earnings_norm,1.0,Work & job quality
Luxembourg,2011,earnings_norm,1.0,Work & job quality
Luxembourg,2012,earnings_norm,1.0,Work & job quality
Luxembourg,2013,earnings_norm,1.0,Work & job quality
Luxembourg,2014,earnings_norm,1.0,Work & job quality
Luxembourg,2015,earnings_norm,1.0,Work & job quality
Luxembourg,2016,earnings_norm,1.0,Work & job quality
Luxembourg,2017,earnings_norm,1.0,Work & job quality
Luxembourg,2018,earnings_norm,1.0,Work & job quality
Luxembourg,2019,earnings_norm,1.0,Work & job quality
Luxembourg,2020,earnings_norm,1.0,Work & job quality
Luxembourg,2021,earnings_norm,1.0,Work & job quality
Luxembourg,2022,earnings_norm,1.0,Work & job quality
Luxembourg,2023,earnings_norm,1.0,Work & job quality
Mexico,2006,earnings_norm,0.02830745,Work & job quality
Mexico,2007,earnings_norm,0.0244853833333333,Work & job quality
Mexico,2008,earnings_norm,0.0162139166666666,Work & job quality
Mexico,2009,earnings_norm,0.0157111666666666,Work & job quality
Mexico,2010,earnings_norm,0.0,Work & job quality
Mexico,2011,earnings_norm,0.0,Work & job quality
Mexico,2012,earnings_norm,0.0,Work & job quality
Mexico,2013,earnings_norm,0.0,Work & job quality
Mexico,2014,earnings_norm,0.0,Work & job quality
Mexico,2015,earnings_norm,0.0077168,Work & job quality
Mexico,2016,earnings_norm,0.0004583666666666,Work & job quality
Mexico,2017,earnings_norm,0.0,Work & job quality
Mexico,2018,earnings_norm,0.0035622333333333,Work & job quality
Mexico,2019,earnings_norm,0.0095030333333333,Work & job quality
Mexico,2020,earnings_norm,0.0,Work & job quality
Mexico,2021,earnings_norm,0.0061024166666666,Work & job quality
Mexico,2022,earnings_norm,0.0101154833333333,Work & job quality
Mexico,2023,earnings_norm,0.0139254333333333,Work & job quality
Netherlands,2006,earnings_norm,0.9149657166666668,Work & job quality
Netherlands,2007,earnings_norm,0.9323647166666666,Work & job quality
Netherlands,2008,earnings_norm,0.9400430666666668,Work & job quality
Netherlands,2009,earnings_norm,0.9889062,Work & job quality
Netherlands,2010,earnings_norm,0.99067725,Work & job quality
Netherlands,2011,earnings_norm,0.9864000666666668,Work & job quality
Netherlands,2012,earnings_norm,0.9907952166666668,Work & job quality
Netherlands,2013,earnings_norm,0.9947587833333332,Work & job quality
Netherlands,2014,earnings_norm,0.9875414333333334,Work & job quality
Netherlands,2015,earnings_norm,1.0,Work & job quality
Netherlands,2016,earnings_norm,1.0,Work & job quality
Netherlands,2017,earnings_norm,0.9991790333333334,Work & job quality
Netherlands,2018,earnings_norm,0.9844230666666668,Work & job quality
Netherlands,2019,earnings_norm,0.9751351,Work & job quality
Netherlands,2020,earnings_norm,1.0,Work & job quality
Netherlands,2021,earnings_norm,0.9885300166666668,Work & job quality
Netherlands,2022,earnings_norm,0.9373055666666668,Work & job quality
Netherlands,2023,earnings_norm,0.9091515666666666,Work & job quality
Netherlands,2024,earnings_norm,0.92283495,Work & job quality
New Zealand,2006,earnings_norm,0.4721126499999999,Work & job quality
New Zealand,2007,earnings_norm,0.5191548166666666,Work & job quality
New Zealand,2008,earnings_norm,0.5092559166666667,Work & job quality
New Zealand,2009,earnings_norm,0.5195465499999999,Work & job quality
New Zealand,2010,earnings_norm,0.5288877333333334,Work & job quality
New Zealand,2011,earnings_norm,0.5282497,Work & job quality
New Zealand,2012,earnings_norm,0.5468612166666668,Work & job quality
New Zealand,2013,earnings_norm,0.5350687833333333,Work & job quality
New Zealand,2014,earnings_norm,0.5384621666666667,Work & job quality
New Zealand,2015,earnings_norm,0.5541668333333334,Work & job quality
New Zealand,2016,earnings_norm,0.5830802333333333,Work & job quality
New Zealand,2017,earnings_norm,0.58936705,Work & job quality
New Zealand,2018,earnings_norm,0.61240845,Work & job quality
New Zealand,2019,earnings_norm,0.6408993333333333,Work & job quality
New Zealand,2020,earnings_norm,0.6663738833333333,Work & job quality
New Zealand,2021,earnings_norm,0.709148,Work & job quality
New Zealand,2022,earnings_norm,0.6972606166666667,Work & job quality
Norway,2006,earnings_norm,0.6966515999999999,Work & job quality
Norway,2007,earnings_norm,0.7423795333333333,Work & job quality
Norway,2008,earnings_norm,0.7649973833333332,Work & job quality
Norway,2009,earnings_norm,0.7764778833333332,Work & job quality
Norway,2010,earnings_norm,0.7910276999999999,Work & job quality
Norway,2011,earnings_norm,0.8305458333333333,Work & job quality
Norway,2012,earnings_norm,0.8622792833333333,Work & job quality
Norway,2013,earnings_norm,0.8867654333333335,Work & job quality
Norway,2014,earnings_norm,0.8922810333333332,Work & job quality
Norway,2015,earnings_norm,0.8984004166666666,Work & job quality
Norway,2016,earnings_norm,0.8784535000000001,Work & job quality
Norway,2017,earnings_norm,0.8754121833333334,Work & job quality
Norway,2018,earnings_norm,0.8811878499999999,Work & job quality
Norway,2019,earnings_norm,0.9030011333333332,Work & job quality
Norway,2020,earnings_norm,0.90649135,Work & job quality
Norway,2021,earnings_norm,0.9399392333333334,Work & job quality
Norway,2022,earnings_norm,0.9310342833333334,Work & job quality
Norway,2023,earnings_norm,0.9171111666666666,Work & job quality
Poland,2006,earnings_norm,0.1394188166666666,Work & job quality
Poland,2007,earnings_norm,0.1549124499999999,Work & job quality
Poland,2008,earnings_norm,0.1805566166666666,Work & job quality
Poland,2009,earnings_norm,0.18023045,Work & job quality
Poland,2010,earnings_norm,0.20112945,Work & job quality
Poland,2011,earnings_norm,0.2040822666666666,Work & job quality
Poland,2012,earnings_norm,0.19880805,Work & job quality
Poland,2013,earnings_norm,0.20459575,Work & job quality
Poland,2014,earnings_norm,0.2168705666666666,Work & job quality
Poland,2015,earnings_norm,0.2304191833333333,Work & job quality
Poland,2016,earnings_norm,0.2602436666666667,Work & job quality
Poland,2017,earnings_norm,0.28451685,Work & job quality
Poland,2018,earnings_norm,0.3239402166666666,Work & job quality
Poland,2019,earnings_norm,0.3645353666666667,Work & job quality
Poland,2020,earnings_norm,0.37682645,Work & job quality
Poland,2021,earnings_norm,0.3730550333333334,Work & job quality
Poland,2022,earnings_norm,0.3423121,Work & job quality
Poland,2023,earnings_norm,0.3596252999999999,Work & job quality
Portugal,2006,earnings_norm,0.2726696333333333,Work & job quality
Portugal,2007,earnings_norm,0.2767114,Work & job quality
Portugal,2008,earnings_norm,0.2746756833333333,Work & job quality
Portugal,2009,earnings_norm,0.2984799166666666,Work & job quality
Portugal,2010,earnings_norm,0.2961241166666666,Work & job quality
Portugal,2011,earnings_norm,0.2815885666666666,Work & job quality
Portugal,2012,earnings_norm,0.25458415,Work & job quality
Portugal,2013,earnings_norm,0.2657278166666666,Work & job quality
Portugal,2014,earnings_norm,0.2559299833333333,Work & job quality
Portugal,2015,earnings_norm,0.2545213833333334,Work & job quality
Portugal,2016,earnings_norm,0.25470135,Work & job quality
Portugal,2017,earnings_norm,0.2571347666666667,Work & job quality
Portugal,2018,earnings_norm,0.2667613499999999,Work & job quality
Portugal,2019,earnings_norm,0.2900707833333333,Work & job quality
Portugal,2020,earnings_norm,0.294356,Work & job quality
Portugal,2021,earnings_norm,0.3067414999999999,Work & job quality
Portugal,2022,earnings_norm,0.2993582833333333,Work & job quality
Portugal,2023,earnings_norm,0.3159685499999999,Work & job quality
Portugal,2024,earnings_norm,0.33337415,Work & job quality
Slovak Republic,2006,earnings_norm,0.0974243666666666,Work & job quality
Slovak Republic,2007,earnings_norm,0.1239126499999999,Work & job quality
Slovak Republic,2008,earnings_norm,0.1285772166666667,Work & job quality
Slovak Republic,2009,earnings_norm,0.1443376166666667,Work & job quality
Slovak Republic,2010,earnings_norm,0.1653449,Work & job quality
Slovak Republic,2011,earnings_norm,0.1609344333333333,Work & job quality
Slovak Republic,2012,earnings_norm,0.1547245333333333,Work & job quality
Slovak Republic,2013,earnings_norm,0.1585245333333333,Work & job quality
Slovak Republic,2014,earnings_norm,0.1683498666666666,Work & job quality
Slovak Republic,2015,earnings_norm,0.1880996333333333,Work & job quality
Slovak Republic,2016,earnings_norm,0.2046296666666666,Work & job quality
Slovak Republic,2017,earnings_norm,0.2205362333333333,Work & job quality
Slovak Republic,2018,earnings_norm,0.2362415166666667,Work & job quality
Slovak Republic,2019,earnings_norm,0.2548486166666667,Work & job quality
Slovak Republic,2020,earnings_norm,0.2624744166666666,Work & job quality
Slovak Republic,2021,earnings_norm,0.2759523333333333,Work & job quality
Slovak Republic,2022,earnings_norm,0.2440629833333333,Work & job quality
Slovak Republic,2023,earnings_norm,0.2427036666666666,Work & job quality
Slovak Republic,2024,earnings_norm,0.2684227333333333,Work & job quality
Slovenia,2006,earnings_norm,0.4278032666666667,Work & job quality
Slovenia,2007,earnings_norm,0.4443647333333333,Work & job quality
Slovenia,2008,earnings_norm,0.4572352666666667,Work & job quality
Slovenia,2009,earnings_norm,0.4649662833333333,Work & job quality
Slovenia,2010,earnings_norm,0.48764625,Work & job quality
Slovenia,2011,earnings_norm,0.4849066,Work & job quality
Slovenia,2012,earnings_norm,0.4587171833333334,Work & job quality
Slovenia,2013,earnings_norm,0.4495584833333333,Work & job quality
Slovenia,2014,earnings_norm,0.4635390333333333,Work & job quality
Slovenia,2015,earnings_norm,0.4789443666666666,Work & job quality
Slovenia,2016,earnings_norm,0.5091754166666667,Work & job quality
Slovenia,2017,earnings_norm,0.5285521666666666,Work & job quality
Slovenia,2018,earnings_norm,0.5440535333333333,Work & job quality
Slovenia,2019,earnings_norm,0.5687129,Work & job quality
Slovenia,2020,earnings_norm,0.5954352666666667,Work & job quality
Slovenia,2021,earnings_norm,0.63510725,Work & job quality
Slovenia,2022,earnings_norm,0.5988389000000001,Work & job quality
Slovenia,2023,earnings_norm,0.6421998999999999,Work & job quality
Spain,2006,earnings_norm,0.5157821666666667,Work & job quality
Spain,2007,earnings_norm,0.5249807999999999,Work & job quality
Spain,2008,earnings_norm,0.55531215,Work & job quality
Spain,2009,earnings_norm,0.6112532166666667,Work & job quality
Spain,2010,earnings_norm,0.6022933833333334,Work & job quality
Spain,2011,earnings_norm,0.5855904,Work & job quality
Spain,2012,earnings_norm,0.5598451,Work & job quality
Spain,2013,earnings_norm,0.5599736333333333,Work & job quality
Spain,2014,earnings_norm,0.5571798,Work & job quality
Spain,2015,earnings_norm,0.57047085,Work & job quality
Spain,2016,earnings_norm,0.5654499166666667,Work & job quality
Spain,2017,earnings_norm,0.5537414666666666,Work & job quality
Spain,2018,earnings_norm,0.5514038,Work & job quality
Spain,2019,earnings_norm,0.5616743166666667,Work & job quality
Spain,2020,earnings_norm,0.5577197,Work & job quality
Spain,2021,earnings_norm,0.58927765,Work & job quality
Spain,2022,earnings_norm,0.5659083,Work & job quality
Spain,2023,earnings_norm,0.5743267333333333,Work & job quality
Sweden,2006,earnings_norm,0.5045538333333334,Work & job quality
Sweden,2007,earnings_norm,0.53269955,Work & job quality
Sweden,2008,earnings_norm,0.5492890833333334,Work & job quality
Sweden,2009,earnings_norm,0.5522667833333333,Work & job quality
Sweden,2010,earnings_norm,0.5631324166666667,Work & job quality
Sweden,2011,earnings_norm,0.57689685,Work & job quality
Sweden,2012,earnings_norm,0.5961183833333333,Work & job quality
Sweden,2013,earnings_norm,0.6064869333333334,Work & job quality
Sweden,2014,earnings_norm,0.6169582666666666,Work & job quality
Sweden,2015,earnings_norm,0.63111595,Work & job quality
Sweden,2016,earnings_norm,0.6462010333333333,Work & job quality
Sweden,2017,earnings_norm,0.6516216833333334,Work & job quality
Sweden,2018,earnings_norm,0.6565386833333334,Work & job quality
Sweden,2019,earnings_norm,0.66699065,Work & job quality
Sweden,2020,earnings_norm,0.6797138,Work & job quality
Sweden,2021,earnings_norm,0.7040001833333334,Work & job quality
Sweden,2022,earnings_norm,0.6761116333333332,Work & job quality
Sweden,2023,earnings_norm,0.65096785,Work & job quality
Sweden,2024,earnings_norm,0.6735886833333334,Work & job quality
Switzerland,2006,earnings_norm,0.9738051,Work & job quality
Switzerland,2007,earnings_norm,0.9892649,Work & job quality
Switzerland,2008,earnings_norm,0.9963918166666668,Work & job quality
Switzerland,2009,earnings_norm,1.0,Work & job quality
Switzerland,2010,earnings_norm,1.0,Work & job quality
Switzerland,2011,earnings_norm,1.0,Work & job quality
Switzerland,2012,earnings_norm,1.0,Work & job quality
Switzerland,2013,earnings_norm,1.0,Work & job quality
Switzerland,2014,earnings_norm,1.0,Work & job quality
Switzerland,2015,earnings_norm,1.0,Work & job quality
Switzerland,2016,earnings_norm,1.0,Work & job quality
Switzerland,2017,earnings_norm,1.0,Work & job quality
Switzerland,2018,earnings_norm,1.0,Work & job quality
Switzerland,2019,earnings_norm,1.0,Work & job quality
Switzerland,2020,earnings_norm,1.0,Work & job quality
Switzerland,2021,earnings_norm,1.0,Work & job quality
Switzerland,2022,earnings_norm,1.0,Work & job quality
Switzerland,2023,earnings_norm,1.0,Work & job quality
Türkiye,2006,earnings_norm,0.0596834999999999,Work & job quality
Türkiye,2007,earnings_norm,0.0732109666666666,Work & job quality
Türkiye,2008,earnings_norm,0.0708731333333333,Work & job quality
Türkiye,2009,earnings_norm,0.0754562333333333,Work & job quality
Türkiye,2010,earnings_norm,0.0856247833333333,Work & job quality
Türkiye,2011,earnings_norm,0.0923990833333333,Work & job quality
Türkiye,2012,earnings_norm,0.1095812666666666,Work & job quality
Türkiye,2013,earnings_norm,0.1299701499999999,Work & job quality
Türkiye,2014,earnings_norm,0.1457734666666666,Work & job quality
Türkiye,2015,earnings_norm,0.1578561499999999,Work & job quality
Türkiye,2016,earnings_norm,0.21829785,Work & job quality
Türkiye,2017,earnings_norm,0.2079223833333333,Work & job quality
Türkiye,2018,earnings_norm,0.2176936,Work & job quality
Türkiye,2019,earnings_norm,0.2526929666666667,Work & job quality
Türkiye,2020,earnings_norm,0.2491493166666667,Work & job quality
Türkiye,2021,earnings_norm,0.2705418,Work & job quality
Türkiye,2022,earnings_norm,0.2612591833333333,Work & job quality
United Kingdom,2006,earnings_norm,0.6725163000000001,Work & job quality
United Kingdom,2007,earnings_norm,0.7135929833333333,Work & job quality
United Kingdom,2008,earnings_norm,0.6856458666666667,Work & job quality
United Kingdom,2009,earnings_norm,0.6826979666666666,Work & job quality
United Kingdom,2010,earnings_norm,0.6870701166666667,Work & job quality
United Kingdom,2011,earnings_norm,0.6684511833333334,Work & job quality
United Kingdom,2012,earnings_norm,0.66058595,Work & job quality
United Kingdom,2013,earnings_norm,0.6691293166666666,Work & job quality
United Kingdom,2014,earnings_norm,0.6723289166666667,Work & job quality
United Kingdom,2015,earnings_norm,0.6861159666666666,Work & job quality
United Kingdom,2016,earnings_norm,0.6981134,Work & job quality
United Kingdom,2017,earnings_norm,0.70503965,Work & job quality
United Kingdom,2018,earnings_norm,0.7085865,Work & job quality
